film_id,year,month,rating,average
15,2014,2,8.0,8.956521739130435
15,2014,3,10.0,8.956521739130435
15,2014,4,9.0,8.956521739130435
15,2014,5,10.0,8.956521739130435
15,2014,6,10.0,8.956521739130435
15,2014,7,8.0,8.956521739130435
15,2014,8,8.0,8.956521739130435
15,2014,9,8.0,8.956521739130435
15,2014,10,9.2,8.956521739130435
15,2014,11,10.0,8.956521739130435
15,2014,12,8.0,8.956521739130435
15,2015,1,7.0,8.115384615384615
15,2015,2,3.5,8.115384615384615
15,2015,3,7.0,8.115384615384615
15,2015,4,9.0,8.115384615384615
15,2015,5,9.0,8.115384615384615
15,2015,6,10.0,8.115384615384615
15,2015,8,8.75,8.115384615384615
15,2015,9,7.833333333333333,8.115384615384615
15,2015,10,8.75,8.115384615384615
15,2015,11,8.75,8.115384615384615
15,2015,12,8.0,8.115384615384615
15,2016,1,9.0,8.368421052631579
15,2016,2,6.0,8.368421052631579
15,2016,4,9.0,8.368421052631579
15,2016,6,7.5,8.368421052631579
15,2016,7,7.0,8.368421052631579
15,2016,8,9.5,8.368421052631579
15,2016,9,8.25,8.368421052631579
15,2016,10,8.5,8.368421052631579
15,2016,11,9.0,8.368421052631579
15,2017,1,1.0,7.529411764705882
15,2017,4,9.0,7.529411764705882
15,2017,5,7.5,7.529411764705882
15,2017,6,7.0,7.529411764705882
15,2017,8,6.333333333333333,7.529411764705882
15,2017,9,8.0,7.529411764705882
15,2017,10,8.4,7.529411764705882
15,2017,12,10.0,7.529411764705882
15,2018,1,9.0,8.862068965517242
15,2018,2,8.666666666666666,8.862068965517242
15,2018,3,10.0,8.862068965517242
15,2018,4,10.0,8.862068965517242
15,2018,5,7.0,8.862068965517242
15,2018,6,10.0,8.862068965517242
15,2018,7,8.0,8.862068965517242
15,2018,8,9.25,8.862068965517242
15,2018,9,8.5,8.862068965517242
15,2018,10,8.1,8.862068965517242
15,2018,11,10.0,8.862068965517242
15,2018,12,8.666666666666666,8.862068965517242
15,2019,1,8.666666666666666,8.290322580645162
15,2019,2,7.0,8.290322580645162
15,2019,3,7.0,8.290322580645162
15,2019,4,10.0,8.290322580645162
15,2019,5,7.666666666666667,8.290322580645162
15,2019,6,8.5,8.290322580645162
15,2019,7,8.0,8.290322580645162
15,2019,8,10.0,8.290322580645162
15,2019,9,8.5,8.290322580645162
15,2019,10,8.5,8.290322580645162
15,2019,11,7.5,8.290322580645162
15,2019,12,9.0,8.290322580645162
15,2020,1,7.25,8.238095238095237
15,2020,2,6.4,8.238095238095237
15,2020,3,8.0,8.238095238095237
15,2020,4,8.833333333333334,8.238095238095237
15,2020,5,8.25,8.238095238095237
15,2020,6,9.0,8.238095238095237
15,2020,7,8.7,8.238095238095237
15,2020,8,8.0,8.238095238095237
15,2020,9,9.5,8.238095238095237
15,2020,10,8.285714285714286,8.238095238095237
15,2020,11,8.75,8.238095238095237
17,2010,1,10.0,8.6875
17,2010,3,8.0,8.6875
17,2010,5,10.0,8.6875
17,2010,7,8.5,8.6875
17,2010,8,10.0,8.6875
17,2010,9,8.0,8.6875
17,2010,10,9.0,8.6875
17,2010,11,9.0,8.6875
17,2010,12,7.5,8.6875
17,2011,1,10.0,8.666666666666666
17,2011,2,8.0,8.666666666666666
17,2011,9,8.0,8.666666666666666
17,2012,1,9.5,6.1
17,2012,3,5.0,6.1
17,2012,5,10.0,6.1
17,2012,7,3.0,6.1
17,2012,10,4.0,6.1
17,2012,11,5.0,6.1
17,2013,1,6.0,7.857142857142857
17,2013,4,9.0,7.857142857142857
17,2013,5,8.25,7.857142857142857
17,2013,7,8.0,7.857142857142857
17,2013,8,8.5,7.857142857142857
17,2013,9,6.0,7.857142857142857
17,2013,11,9.5,7.857142857142857
17,2014,3,6.5,8.166666666666666
17,2014,5,10.0,8.166666666666666
17,2014,6,9.0,8.166666666666666
17,2014,8,10.0,8.166666666666666
17,2014,9,10.0,8.166666666666666
17,2014,10,8.0,8.166666666666666
17,2014,11,8.0,8.166666666666666
17,2014,12,6.0,8.166666666666666
17,2015,1,6.5,6.0
17,2015,2,6.0,6.0
17,2015,3,6.5,6.0
17,2015,4,7.0,6.0
17,2015,5,10.0,6.0
17,2015,6,3.0,6.0
17,2015,9,6.0,6.0
17,2015,10,4.0,6.0
17,2016,2,7.5,7.928571428571429
17,2016,3,8.0,7.928571428571429
17,2016,6,9.5,7.928571428571429
17,2016,8,8.75,7.928571428571429
17,2016,9,1.0,7.928571428571429
17,2016,10,9.0,7.928571428571429
17,2016,11,7.5,7.928571428571429
17,2017,3,8.0,9.0
17,2017,4,8.0,9.0
17,2017,5,10.0,9.0
17,2017,8,9.0,9.0
17,2017,9,9.0,9.0
17,2018,1,8.0,6.363636363636363
17,2018,2,1.0,6.363636363636363
17,2018,3,4.0,6.363636363636363
17,2018,5,9.0,6.363636363636363
17,2018,6,9.0,6.363636363636363
17,2018,7,7.0,6.363636363636363
17,2018,8,10.0,6.363636363636363
17,2018,12,8.0,6.363636363636363
17,2019,1,10.0,8.933333333333334
17,2019,3,10.0,8.933333333333334
17,2019,6,8.25,8.933333333333334
17,2019,7,8.666666666666666,8.933333333333334
17,2019,9,9.0,8.933333333333334
17,2019,10,9.666666666666666,8.933333333333334
17,2019,12,8.5,8.933333333333334
17,2020,1,10.0,8.73076923076923
17,2020,2,10.0,8.73076923076923
17,2020,3,7.0,8.73076923076923
17,2020,4,8.333333333333334,8.73076923076923
17,2020,5,10.0,8.73076923076923
17,2020,6,10.0,8.73076923076923
17,2020,7,10.0,8.73076923076923
17,2020,8,6.666666666666667,8.73076923076923
17,2020,9,10.0,8.73076923076923
17,2020,10,8.833333333333334,8.73076923076923
17,2020,11,7.5,8.73076923076923
17,2020,12,8.5,8.73076923076923
26,2010,1,10.0,9.166666666666666
26,2010,6,10.0,9.166666666666666
26,2010,8,7.5,9.166666666666666
26,2010,10,10.0,9.166666666666666
26,2010,11,10.0,9.166666666666666
26,2011,2,10.0,8.916666666666666
26,2011,3,8.333333333333334,8.916666666666666
26,2011,6,9.0,8.916666666666666
26,2011,7,9.0,8.916666666666666
26,2011,9,9.0,8.916666666666666
26,2011,10,8.5,8.916666666666666
26,2011,12,10.0,8.916666666666666
26,2012,1,10.0,9.0
26,2012,3,8.0,9.0
26,2012,5,8.0,9.0
26,2012,7,10.0,9.0
26,2012,10,10.0,9.0
26,2012,11,8.0,9.0
26,2013,4,2.0,7.571428571428571
26,2013,5,8.0,7.571428571428571
26,2013,8,8.5,7.571428571428571
26,2013,9,8.5,7.571428571428571
26,2013,12,9.0,7.571428571428571
26,2014,1,6.0,8.055555555555555
26,2014,2,8.0,8.055555555555555
26,2014,5,7.666666666666667,8.055555555555555
26,2014,6,10.0,8.055555555555555
26,2014,7,7.0,8.055555555555555
26,2014,8,6.5,8.055555555555555
26,2014,9,8.5,8.055555555555555
26,2014,10,9.666666666666666,8.055555555555555
26,2014,11,8.5,8.055555555555555
26,2014,12,8.0,8.055555555555555
26,2015,1,9.0,7.333333333333333
26,2015,2,6.75,7.333333333333333
26,2015,3,8.0,7.333333333333333
26,2015,4,4.0,7.333333333333333
26,2015,5,7.2,7.333333333333333
26,2015,6,10.0,7.333333333333333
26,2015,7,10.0,7.333333333333333
26,2015,9,8.0,7.333333333333333
26,2015,10,6.333333333333333,7.333333333333333
26,2015,11,6.0,7.333333333333333
26,2015,12,8.0,7.333333333333333
26,2016,7,9.0,8.125
26,2016,9,8.666666666666666,8.125
26,2016,10,6.5,8.125
26,2016,11,9.0,8.125
26,2016,12,8.0,8.125
26,2017,1,7.0,8.454545454545455
26,2017,2,10.0,8.454545454545455
26,2017,5,8.0,8.454545454545455
26,2017,6,10.0,8.454545454545455
26,2017,7,7.0,8.454545454545455
26,2017,9,9.0,8.454545454545455
26,2017,10,8.5,8.454545454545455
26,2017,11,9.0,8.454545454545455
26,2017,12,8.0,8.454545454545455
26,2018,2,2.0,7.823529411764706
26,2018,3,9.5,7.823529411764706
26,2018,4,4.0,7.823529411764706
26,2018,6,9.666666666666666,7.823529411764706
26,2018,7,2.0,7.823529411764706
26,2018,9,7.875,7.823529411764706
26,2018,10,9.0,7.823529411764706
26,2018,11,9.0,7.823529411764706
26,2018,12,10.0,7.823529411764706
26,2019,2,7.75,6.818181818181818
26,2019,3,6.666666666666667,6.818181818181818
26,2019,5,5.5,6.818181818181818
26,2019,6,5.5,6.818181818181818
26,2019,7,6.5,6.818181818181818
26,2019,8,8.0,6.818181818181818
26,2019,9,10.0,6.818181818181818
26,2019,10,7.25,6.818181818181818
26,2019,11,6.5,6.818181818181818
26,2020,1,4.5,7.256410256410256
26,2020,3,4.0,7.256410256410256
26,2020,4,8.333333333333334,7.256410256410256
26,2020,5,7.0,7.256410256410256
26,2020,6,9.0,7.256410256410256
26,2020,7,6.8,7.256410256410256
26,2020,8,5.2,7.256410256410256
26,2020,9,8.5,7.256410256410256
26,2020,10,8.583333333333334,7.256410256410256
26,2020,11,7.4,7.256410256410256
26,2020,12,6.0,7.256410256410256
28,2010,1,4.0,5.5
28,2010,2,5.833333333333333,5.5
28,2010,3,6.333333333333333,5.5
28,2010,4,5.0,5.5
28,2010,5,6.8,5.5
28,2010,6,6.0,5.5
28,2010,7,4.0,5.5
28,2010,8,6.0,5.5
28,2010,9,3.5,5.5
28,2010,10,5.8,5.5
28,2010,11,5.0,5.5
28,2011,2,8.0,4.0
28,2011,3,2.5,4.0
28,2011,4,2.0,4.0
28,2011,5,1.0,4.0
28,2011,6,2.0,4.0
28,2011,7,7.0,4.0
28,2011,9,5.0,4.0
28,2011,10,4.4,4.0
28,2011,11,3.0,4.0
28,2011,12,5.0,4.0
28,2012,1,7.0,5.727272727272728
28,2012,2,1.0,5.727272727272728
28,2012,3,6.333333333333333,5.727272727272728
28,2012,4,6.0,5.727272727272728
28,2012,6,5.0,5.727272727272728
28,2012,7,8.0,5.727272727272728
28,2012,8,6.5,5.727272727272728
28,2012,9,5.0,5.727272727272728
28,2012,10,6.5,5.727272727272728
28,2012,11,5.5,5.727272727272728
28,2012,12,3.5,5.727272727272728
28,2013,1,9.0,5.444444444444445
28,2013,2,7.0,5.444444444444445
28,2013,3,7.666666666666667,5.444444444444445
28,2013,5,7.0,5.444444444444445
28,2013,7,5.0,5.444444444444445
28,2013,8,9.0,5.444444444444445
28,2013,10,3.5,5.444444444444445
28,2013,11,3.2,5.444444444444445
28,2013,12,8.0,5.444444444444445
28,2014,1,3.0,4.782608695652174
28,2014,5,4.0,4.782608695652174
28,2014,6,9.5,4.782608695652174
28,2014,7,4.0,4.782608695652174
28,2014,9,4.333333333333333,4.782608695652174
28,2014,10,3.857142857142857,4.782608695652174
28,2014,11,5.333333333333333,4.782608695652174
28,2015,2,7.5,6.260869565217392
28,2015,3,8.0,6.260869565217392
28,2015,5,6.666666666666667,6.260869565217392
28,2015,7,6.333333333333333,6.260869565217392
28,2015,8,4.0,6.260869565217392
28,2015,9,6.333333333333333,6.260869565217392
28,2015,10,5.5,6.260869565217392
28,2015,11,6.0,6.260869565217392
28,2015,12,9.0,6.260869565217392
28,2016,4,7.0,5.166666666666667
28,2016,5,4.0,5.166666666666667
28,2016,7,3.0,5.166666666666667
28,2016,8,5.0,5.166666666666667
28,2016,9,5.0,5.166666666666667
28,2016,10,4.75,5.166666666666667
28,2016,11,8.0,5.166666666666667
28,2016,12,8.0,5.166666666666667
28,2017,1,2.0,5.173913043478261
28,2017,3,4.333333333333333,5.173913043478261
28,2017,4,8.5,5.173913043478261
28,2017,6,5.0,5.173913043478261
28,2017,7,1.0,5.173913043478261
28,2017,8,2.5,5.173913043478261
28,2017,9,5.6,5.173913043478261
28,2017,10,8.333333333333334,5.173913043478261
28,2017,11,1.0,5.173913043478261
28,2017,12,9.0,5.173913043478261
28,2018,1,3.0,4.327272727272727
28,2018,2,3.0,4.327272727272727
28,2018,4,6.0,4.327272727272727
28,2018,5,7.0,4.327272727272727
28,2018,6,2.5,4.327272727272727
28,2018,7,8.0,4.327272727272727
28,2018,8,4.6,4.327272727272727
28,2018,9,3.5,4.327272727272727
28,2018,10,4.888888888888888,4.327272727272727
28,2018,11,4.4375,4.327272727272727
28,2018,12,2.6666666666666665,4.327272727272727
28,2019,1,2.5,5.405405405405405
28,2019,2,2.625,5.405405405405405
28,2019,3,9.0,5.405405405405405
28,2019,4,10.0,5.405405405405405
28,2019,5,6.0,5.405405405405405
28,2019,6,7.5,5.405405405405405
28,2019,7,6.0,5.405405405405405
28,2019,8,6.25,5.405405405405405
28,2019,9,5.0,5.405405405405405
28,2019,10,5.714285714285714,5.405405405405405
28,2019,11,5.75,5.405405405405405
28,2019,12,5.5,5.405405405405405
28,2020,1,7.666666666666667,5.828571428571428
28,2020,2,6.5,5.828571428571428
28,2020,3,5.333333333333333,5.828571428571428
28,2020,5,5.25,5.828571428571428
28,2020,7,4.5,5.828571428571428
28,2020,8,5.5,5.828571428571428
28,2020,9,6.333333333333333,5.828571428571428
28,2020,10,5.5,5.828571428571428
28,2020,11,5.4,5.828571428571428
28,2020,12,6.5,5.828571428571428
30,2010,1,4.5,6.777777777777778
30,2010,4,7.0,6.777777777777778
30,2010,6,8.0,6.777777777777778
30,2010,7,10.0,6.777777777777778
30,2010,8,6.0,6.777777777777778
30,2010,9,5.0,6.777777777777778
30,2010,11,9.0,6.777777777777778
30,2010,12,7.0,6.777777777777778
30,2011,1,4.5,5.882352941176471
30,2011,2,10.0,5.882352941176471
30,2011,3,4.5,5.882352941176471
30,2011,4,6.5,5.882352941176471
30,2011,5,7.0,5.882352941176471
30,2011,6,8.0,5.882352941176471
30,2011,8,6.0,5.882352941176471
30,2011,10,5.0,5.882352941176471
30,2011,12,10.0,5.882352941176471
30,2012,1,7.333333333333333,7.75
30,2012,2,6.0,7.75
30,2012,3,8.5,7.75
30,2012,4,8.0,7.75
30,2012,10,7.0,7.75
30,2012,11,9.0,7.75
30,2012,12,9.0,7.75
30,2013,1,7.0,6.684210526315789
30,2013,3,6.166666666666667,6.684210526315789
30,2013,7,8.0,6.684210526315789
30,2013,8,6.5,6.684210526315789
30,2013,9,7.833333333333334,6.684210526315789
30,2013,10,7.0,6.684210526315789
30,2013,11,6.0,6.684210526315789
30,2013,12,7.0,6.684210526315789
30,2014,1,7.5,7.041666666666667
30,2014,2,3.0,7.041666666666667
30,2014,3,3.0,7.041666666666667
30,2014,4,7.0,7.041666666666667
30,2014,5,7.5,7.041666666666667
30,2014,6,8.25,7.041666666666667
30,2014,7,7.333333333333333,7.041666666666667
30,2014,8,7.0,7.041666666666667
30,2014,9,7.5,7.041666666666667
30,2014,10,6.0,7.041666666666667
30,2014,11,8.0,7.041666666666667
30,2014,12,7.0,7.041666666666667
30,2015,2,6.0,6.555555555555555
30,2015,4,7.5,6.555555555555555
30,2015,5,3.0,6.555555555555555
30,2015,6,7.0,6.555555555555555
30,2015,8,8.0,6.555555555555555
30,2015,9,8.5,6.555555555555555
30,2015,10,4.666666666666667,6.555555555555555
30,2015,11,6.5,6.555555555555555
30,2016,1,10.0,7.166666666666667
30,2016,4,5.0,7.166666666666667
30,2016,5,10.0,7.166666666666667
30,2016,6,9.0,7.166666666666667
30,2016,7,7.0,7.166666666666667
30,2016,8,8.5,7.166666666666667
30,2016,9,5.5,7.166666666666667
30,2016,10,5.0,7.166666666666667
30,2016,12,5.0,7.166666666666667
30,2017,1,6.0,5.8
30,2017,2,2.0,5.8
30,2017,3,6.0,5.8
30,2017,4,6.0,5.8
30,2017,5,7.0,5.8
30,2017,6,5.0,5.8
30,2017,7,5.0,5.8
30,2017,8,5.333333333333333,5.8
30,2017,9,5.0,5.8
30,2017,10,8.0,5.8
30,2017,11,6.5,5.8
30,2017,12,5.5,5.8
30,2018,1,5.5,7.2
30,2018,2,7.0,7.2
30,2018,3,2.0,7.2
30,2018,4,7.0,7.2
30,2018,5,7.0,7.2
30,2018,6,7.0,7.2
30,2018,7,8.0,7.2
30,2018,8,7.666666666666667,7.2
30,2018,9,9.0,7.2
30,2018,10,8.0,7.2
30,2018,11,10.0,7.2
30,2018,12,10.0,7.2
30,2019,1,5.666666666666667,6.485714285714286
30,2019,2,10.0,6.485714285714286
30,2019,3,8.0,6.485714285714286
